Z,θ,R,X,f,Re,Ri,Cm
493.129,-0.2477,478.0781543351973,120.90280802550151,45,666,989,3.08
490.4138,-0.2478,475.4337991715928,120.2846533673583,46,666,989,3.08
487.8191,-0.2475,472.9542291223291,119.50636585602227,47,666,989,3.08
485.4722,-0.2465,470.79754014744873,118.46068193266238,48,666,989,3.08
483.0105,-0.246,468.46912287826933,117.62577957197554,49,666,989,3.08
480.7787,-0.2456,466.3513084214716,116.89574631812539,50,666,989,3.08
478.3742,-0.2448,464.1118639795615,115.93986777229357,51,666,989,3.08
476.2394,-0.244,462.1329014131144,115.05280328552055,52,666,989,3.08
474.2015,-0.243,460.2696956199062,114.10026247212993,53,666,989,3.08
472.4306,-0.2417,458.6982126679852,113.07794440807562,54,666,989,3.08
470.3606,-0.2408,456.78952170242775,112.17141746107711,55,666,989,3.08
468.4071,-0.2397,455.01498592501116,111.20509841761694,56,666,989,3.08
466.6067,-0.2388,453.36557703658167,110.36967900278279,57,666,989,3.08
464.9229,-0.2375,451.8721401058499,109.38405706760572,58,666,989,3.08
463.1227,-0.2362,450.26374144794204,108.37526651681546,59,666,989,3.08
461.5173,-0.2351,448.82144467237697,107.50594867955189,60,666,989,3.08
460.0412,-0.2345,447.4501673602985,106.89365475406312,61,666,989,3.08
458.1321,-0.2329,445.7630678712079,105.73697731852798,62,666,989,3.08
456.5624,-0.2317,444.361877687862,104.84153161546989,63,666,989,3.08
455.2737,-0.2302,443.26393492007156,103.8808255207118,64,666,989,3.08
453.788,-0.2292,441.9207474312382,103.09996088173736,65,666,989,3.08
452.3508,-0.2278,440.6645834627203,102.15660107045075,66,666,989,3.08
451.1225,-0.2264,439.610216035995,101.26385319074025,67,666,989,3.08
449.7618,-0.225,438.42515222472065,100.34471902382568,68,666,989,3.08
448.4193,-0.224,437.2163177598117,99.60803229178538,69,666,989,3.08
447.2239,-0.2223,436.21903483477325,98.60106682500388,70,666,989,3.08
446.093,-0.2213,435.21409711734987,97.91656815539436,71,666,989,3.08
444.7952,-0.2195,434.12298063758493,96.85043946921,72,666,989,3.08
443.653,-0.2185,433.1045712941453,96.16867854512007,73,666,989,3.08
442.4547,-0.2169,432.0876637831197,95.21771031974937,74,666,989,3.08
441.6576,-0.2155,431.441882331315,94.44224588695336,75,666,989,3.08
440.4188,-0.214,430.37251822824055,93.53189267475952,76,666,989,3.08
439.5434,-0.2131,429.6009241756239,92.95938054338517,77,666,989,3.08
438.499,-0.2114,428.73718458855933,92.00977965453235,78,666,989,3.08
437.5017,-0.2103,427.86280812155263,91.3299235148559,79,666,989,3.08
436.5872,-0.2088,427.1046842185031,90.49846364691899,80,666,989,3.08
435.5673,-0.208,426.17902935704586,89.94613813597681,81,666,989,3.08
434.805,-0.2065,425.56736448224984,89.15047006399877,82,666,989,3.08
433.8735,-0.205,424.78861606692345,88.32239615294569,83,666,989,3.08
433.168,-0.2037,424.2121625607696,87.62737791076012,84,666,989,3.08
432.5386,-0.2023,423.717860446846,86.90693429357131,85,666,989,3.08
431.3952,-0.2019,422.6324148207161,86.50815294439084,86,666,989,3.08
430.7332,-0.1998,422.1643195388678,85.48904544165129,87,666,989,3.08
429.8799,-0.1986,421.4300750849179,84.81403326060197,88,666,989,3.08
429.2117,-0.1973,420.8847406616107,84.1351204616639,89,666,989,3.08
428.4359,-0.1961,420.2244687798361,83.4788371236361,90,666,989,3.08
427.8304,-0.1944,419.77168085801407,82.64736604270936,91,666,989,3.08
427.1967,-0.1935,419.22402007638834,82.1476809282039,92,666,989,3.08
426.7596,-0.1922,418.90140638518847,81.51912610345623,93,666,989,3.08
425.7208,-0.1908,417.99517387741406,80.73558179532961,94,666,989,3.08
425.1692,-0.19,417.5179550414217,80.29698529004277,95,666,989,3.08
424.7008,-0.1887,417.1619028952948,79.66628078062045,96,666,989,3.08
423.9784,-0.1871,416.57904239533605,78.86434621262535,97,666,989,3.08
423.7644,-0.1872,416.3608926311988,78.86617649354743,98,666,989,3.08
422.9774,-0.1853,415.7364593805348,77.92995093349481,99,666,989,3.08
422.3979,-0.1839,415.27542538521874,77.24187333005104,100,666,989,3.08
451.352,-0.0403,450.98553146734446,18.184562439521773,2,464,1285,7.03
448.2684,-0.0586,447.49895234808383,26.25349664192162,3,464,1285,7.03
444.2518,-0.0752,442.99626099474074,33.37625724852231,4,464,1285,7.03
439.725,-0.0903,437.9334392628242,39.65322686029876,5,464,1285,7.03
434.771,-0.1041,432.4173612865484,45.17796032335558,6,464,1285,7.03
429.658,-0.1154,426.80026136074565,49.47255669964105,7,464,1285,7.03
424.0144,-0.1257,420.6689907640857,53.15836356478245,8,464,1285,7.03
418.6863,-0.133,414.98868443728753,55.5212535584296,9,464,1285,7.03
413.2898,-0.1392,409.2921774645867,57.34433058583297,10,464,1285,7.03
408.2462,-0.144,404.02081244449334,58.584493905226324,11,464,1285,7.03
403.3326,-0.1477,398.94118323361226,59.35586359345991,12,464,1285,7.03
398.8107,-0.1502,394.3205583396136,59.67639152315883,13,464,1285,7.03
394.4021,-0.1516,389.87858849041385,59.56259498319863,14,464,1285,7.03
390.4143,-0.1523,385.89515891815006,59.230498630568206,15,464,1285,7.03
386.7152,-0.1525,382.22713540113523,58.74574771064038,16,464,1285,7.03
383.1569,-0.1518,378.75078249038154,57.94009648364156,17,464,1285,7.03
380.1097,-0.1508,375.79591523156387,57.10353867634879,18,464,1285,7.03
377.0767,-0.1492,372.8874955194301,56.051345819141524,19,464,1285,7.03
374.1984,-0.148,370.10765428266023,55.17940561429476,20,464,1285,7.03
371.7558,-0.1459,367.80606635883584,54.04694610502673,21,464,1285,7.03
369.4314,-0.1436,365.6289259037283,52.8682120791498,22,464,1285,7.03
367.2648,-0.1418,363.57864201464685,51.90379937755285,23,464,1285,7.03
365.2321,-0.1394,361.6891820248217,50.74862044061257,24,464,1285,7.03
363.5358,-0.137,360.12953097700336,49.648754263562,25,464,1285,7.03
361.8169,-0.1349,358.5297157745803,48.661196370502914,26,464,1285,7.03
360.389,-0.1325,357.2300859261644,47.61194209633979,27,464,1285,7.03
358.8035,-0.1304,355.75724419628364,46.65549071776865,28,464,1285,7.03
357.451,-0.1281,354.5221925851043,45.66434457703589,29,464,1285,7.03
356.3339,-0.1259,353.51353790032164,44.74401424110133,30,464,1285,7.03
355.1456,-0.1234,352.4450290698845,43.71382714071415,31,464,1285,7.03
354.0106,-0.1218,351.3879286296168,43.01195793901206,32,464,1285,7.03
353.0575,-0.1195,350.5396237835924,42.09002808157216,33,464,1285,7.03
352.0494,-0.1174,349.62607906255494,41.23572334401441,34,464,1285,7.03
351.1798,-0.1151,348.85615026030723,40.33160489737509,35,464,1285,7.03
350.3525,-0.1133,348.1061862647859,39.61006615036368,36,464,1285,7.03
349.7718,-0.111,347.6192423269127,38.744992441645124,37,464,1285,7.03
348.9887,-0.1096,346.89474328681524,38.17263165757053,38,464,1285,7.03
348.3317,-0.1074,346.3246690515756,37.338945234254275,39,464,1285,7.03
347.6734,-0.1057,345.73301879139865,36.68068681126908,40,464,1285,7.03
347.1349,-0.1038,345.26648642066505,35.96793228333732,41,464,1285,7.03
346.587,-0.1021,344.7820862533163,35.32508411611701,42,464,1285,7.03
345.9069,-0.1003,344.16843089021813,34.63631975506541,43,464,1285,7.03
345.5194,-0.0987,343.8377943633706,34.047421983059145,44,464,1285,7.03
344.9107,-0.0976,343.26923536254526,33.609865041435995,45,464,1285,7.03
344.717,-0.0961,343.12645770533067,33.07633763873992,46,464,1285,7.03
344.2709,-0.0944,342.73807783783013,32.45092582407315,47,464,1285,7.03
343.8691,-0.0931,342.3799144813374,31.967985462992544,48,464,1285,7.03
343.4379,-0.0919,341.9886491335218,31.51753512314912,49,464,1285,7.03
343.0941,-0.0903,341.69624015869766,30.939310209176252,50,464,1285,7.03
342.8532,-0.0893,341.48706850482495,30.576114766611635,51,464,1285,7.03
342.3714,-0.0879,341.0496004882943,30.055707357086813,52,464,1285,7.03
342.1102,-0.0864,340.83407466914133,29.521559722856942,53,464,1285,7.03
341.9375,-0.0853,340.69427008319894,29.13191100367895,54,464,1285,7.03
341.5328,-0.0844,340.3170913748505,28.791158260855827,55,464,1285,7.03
341.4877,-0.0832,340.30645173468326,28.379009127164363,56,464,1285,7.03
341.0282,-0.082,339.8823054904161,27.932984261612237,57,464,1285,7.03
340.9191,-0.0808,339.8068362918512,27.516299789997873,58,464,1285,7.03
340.8063,-0.08,339.7163013586824,27.23543116726606,59,464,1285,7.03
340.5434,-0.0789,339.48397267801624,26.841005538391315,60,464,1285,7.03
340.2598,-0.0782,339.21994490601287,26.581205277443736,61,464,1285,7.03
340.0812,-0.0771,339.0709095707818,26.194290910095983,62,464,1285,7.03
339.87,-0.0762,338.88375996914084,25.87303865373699,63,464,1285,7.03
339.6717,-0.0752,338.71172399465183,25.51924390456695,64,464,1285,7.03
339.5407,-0.0747,338.5938066030762,25.340108258029638,65,464,1285,7.03
339.3739,-0.0736,338.45512743787015,24.955374415645643,66,464,1285,7.03
339.246,-0.0729,338.34495298306643,24.709134078040247,67,464,1285,7.03
339.0363,-0.0721,338.15545683505303,24.423343963646385,68,464,1285,7.03
338.9194,-0.0712,338.06069707231467,24.11067795273955,69,464,1285,7.03
338.7983,-0.0706,337.95430430495554,23.89929464740515,70,464,1285,7.03
338.7468,-0.0696,337.92665930525595,23.55774694297992,71,464,1285,7.03
338.6216,-0.0691,337.8134947215962,23.38013623874052,72,464,1285,7.03
338.4734,-0.0685,337.6796095558606,23.167300182834452,73,464,1285,7.03
338.2611,-0.0675,337.4907914747225,22.815289675464193,74,464,1285,7.03
338.3663,-0.0672,337.6025834306281,22.72110553331039,75,464,1285,7.03
338.0861,-0.0663,337.343311304427,22.398690394182797,76,464,1285,7.03
337.9543,-0.0656,337.2273912270535,22.15390472774055,77,464,1285,7.03
337.8927,-0.0649,337.1813460227681,21.913845111352693,78,464,1285,7.03
337.7911,-0.0645,337.0886958535125,21.772422166312573,79,464,1285,7.03
