Z,θ,R,X,f,Re,Ri,Cm
+4.167684689E+02,-1.405904327E-01,412.65639479454927,58.40082623058845,93,668,973,4.73
+4.164217719E+02,-1.393555913E-01,412.384859898263,57.843058693551626,94,668,973,4.73
+4.160889263E+02,-1.381465716E-01,412.1248173252006,57.29859975738447,95,668,973,4.73
+4.157604254E+02,-1.369525805E-01,411.8675125323925,56.76163712551374,96,668,973,4.73
+4.154470630E+02,-1.357768468E-01,411.62348605253044,56.234934740677545,97,668,973,4.73
+4.151385804E+02,-1.346199498E-01,411.38257702857896,55.7172886441237,98,668,973,4.73
+4.148382494E+02,-1.334813313E-01,411.1480916500409,55.20887517225995,99,668,973,4.73
+4.145436333E+02,-1.323591120E-01,410.9177500219807,54.70856081490271,100,668,973,4.73
+4.142604156E+02,-1.312567355E-01,410.6970282444385,54.21847401275324,101,668,973,4.73
+4.139835344E+02,-1.301661071E-01,410.48137730324925,53.7345851528,102,668,973,4.73
+4.137178237E+02,-1.290929188E-01,410.27530849674196,53.25982430470012,103,668,973,4.73
+4.134540097E+02,-1.280360564E-01,410.06971309144853,52.79250460155084,104,668,973,4.73
+4.131982413E+02,-1.269965055E-01,409.8706633632245,52.33379336149201,105,668,973,4.73
+4.129502079E+02,-1.259681591E-01,409.6781957967254,51.88111499758998,106,668,973,4.73
+4.127048867E+02,-1.249618759E-01,409.4867871728525,51.43826043826542,107,668,973,4.73
+4.124699687E+02,-1.239640309E-01,409.3047954051165,51.00058370013692,108,668,973,4.73
+4.122397059E+02,-1.229840487E-01,409.1260548977692,50.57120054246283,109,668,973,4.73
+4.120124417E+02,-1.220152418E-01,408.949282043005,50.147151784589894,110,668,973,4.73
+4.117955722E+02,-1.210606628E-01,408.78168287765556,49.73056431649716,111,668,973,4.73
+4.115806649E+02,-1.201204340E-01,408.6149015685226,49.32044135723703,112,668,973,4.73
+4.113728855E+02,-1.191950098E-01,408.45406378213096,48.91757050855072,113,668,973,4.73
+4.111687651E+02,-1.182816712E-01,408.29587753243305,48.52040585031624,114,668,973,4.73
+4.109713980E+02,-1.173797941E-01,408.14346192224224,48.12903971825767,115,668,973,4.73
+4.107770810E+02,-1.164946994E-01,407.9929008553461,47.74518956418875,116,668,973,4.73
+4.105892956E+02,-1.156214870E-01,407.84790538509645,47.36724326255007,117,668,973,4.73
+4.104035514E+02,-1.147510043E-01,407.7044606035887,46.99093322832877,118,668,973,4.73
+4.102225329E+02,-1.139005928E-01,407.56442924174644,46.623626153925656,119,668,973,4.73
+4.100461512E+02,-1.130603661E-01,407.428204198463,46.26126389917156,120,668,973,4.73
+4.098738076E+02,-1.122322179E-01,407.29511635061533,45.90453521669266,121,668,973,4.73
+4.097043654E+02,-1.114141536E-01,407.16414128624444,45.55248707207799,122,668,973,4.73
+4.095395622E+02,-1.106085556E-01,407.03691004701795,45.20627021048607,123,668,973,4.73
+4.093805829E+02,-1.098124208E-01,406.9147496162615,44.86477683304562,124,668,973,4.73
+4.092235822E+02,-1.090287001E-01,406.79371762961347,44.5287718860342,125,668,973,4.73
+4.090696436E+02,-1.082475920E-01,406.6753377226121,44.1943775069911,126,668,973,4.73
+4.089192929E+02,-1.074848492E-01,406.55944532995153,43.86804667224358,127,668,973,4.73
+4.087724717E+02,-1.067306981E-01,406.446427107419,43.54578637871644,128,668,973,4.73
+4.086247293E+02,-1.059920412E-01,406.33156833415944,43.229919854200844,129,668,973,4.73
+4.084834434E+02,-1.052517277E-01,406.2229566318526,42.914252145377404,130,668,973,4.73
+4.083465355E+02,-1.045307873E-01,406.1176290730225,42.607093434775585,131,668,973,4.73
+4.082118205E+02,-1.038144004E-01,406.01405831112294,42.30218492768736,132,668,973,4.73
+4.080780704E+02,-1.031087263E-01,405.91076901868246,42.001894434051096,133,668,973,4.73
+4.079503980E+02,-1.024128027E-01,405.8128973861234,41.706348958379216,134,668,973,4.73
+4.078245105E+02,-1.017243137E-01,405.71627883535933,41.414157634238144,135,668,973,4.73
+4.076994277E+02,-1.010443225E-01,405.61990149854205,41.12564717084193,136,668,973,4.73
+4.075782030E+02,-1.003724757E-01,405.52682552167795,40.84097627407741,137,668,973,4.73
+4.074587512E+02,-9.970615813E-02,405.4350900194509,40.55886722263338,138,668,973,4.73
+4.073420985E+02,-9.905341381E-02,405.34539732069385,40.28267718650989,139,668,973,4.73
+4.072289897E+02,-9.840697108E-02,405.2587914953038,40.009523464403074,140,668,973,4.73
+4.071155041E+02,-9.776826396E-02,405.1713195507889,39.73959602297946,141,668,973,4.73
+4.070049217E+02,-9.713721986E-02,405.08625521148804,39.47318237431972,142,668,973,4.73
+4.068965658E+02,-9.651265657E-02,405.0029780620204,39.20973119938887,143,668,973,4.73
+4.067917049E+02,-9.589591489E-02,404.92270419286035,38.949901214123386,144,668,973,4.73
+4.066877832E+02,-9.528824476E-02,404.84284786128035,38.693947067964345,145,668,973,4.73
+4.065860546E+02,-9.469059918E-02,404.7646279498046,38.44236927987717,146,668,973,4.73
+4.064845251E+02,-9.409685599E-02,404.686301148024,38.19249676184295,147,668,973,4.73
+4.063868439E+02,-9.350889282E-02,404.6114325249018,37.94542877804695,148,668,973,4.73
+4.062907759E+02,-9.293199148E-02,404.53760250219585,37.70308665347433,149,668,973,4.73
+4.061972648E+02,-9.235504837E-02,404.46617512516684,37.46106125858142,150,668,973,4.73
+4.061038817E+02,-9.179105136E-02,404.3942487497797,37.22437789821142,151,668,973,4.73
+4.060132288E+02,-9.122959896E-02,404.32480880984207,36.98906516101427,152,668,973,4.73
+4.059234521E+02,-9.068014195E-02,404.2556638355494,36.75877067667357,153,668,973,4.73
+4.058361102E+02,-9.013243145E-02,404.188748999891,36.52948841921612,154,668,973,4.73
+4.057523772E+02,-8.959040801E-02,404.12509227900495,36.30291164544272,155,668,973,4.73
+4.056675993E+02,-8.905518634E-02,404.0600225570595,36.07907001315224,156,668,973,4.73
+4.055862199E+02,-8.852710833E-02,403.99795805925385,35.85849490322385,157,668,973,4.73
+4.055044607E+02,-8.800739898E-02,403.93509671456144,35.641342424153216,158,668,973,4.73
+4.054246543E+02,-8.748715870E-02,403.87408293763497,35.424221170815066,159,668,973,4.73
+4.053438198E+02,-8.697582112E-02,403.81161492813237,35.21067876637133,160,668,973,4.73
+4.052680278E+02,-8.647187305E-02,403.75379919070446,35.00062850826916,161,668,973,4.73
+4.051930625E+02,-8.597258150E-02,403.6965359560707,34.79259626986488,162,668,973,4.73
+4.051192538E+02,-8.547634363E-02,403.6402124203169,34.58596126682447,163,668,973,4.73
+4.050452259E+02,-8.499100946E-02,403.5831899382021,34.38377267966835,164,668,973,4.73
+4.049708742E+02,-8.450616907E-02,403.52572676978343,34.18181951316129,165,668,973,4.73
+4.049032729E+02,-8.402726945E-02,403.47468736813727,33.98289361304872,166,668,973,4.73
+4.048302606E+02,-8.355207326E-02,403.41803275385195,33.78506691536852,167,668,973,4.73
+4.047642409E+02,-8.308778674E-02,403.36788327871983,33.59228260476354,168,668,973,4.73
+4.046978828E+02,-8.263020009E-02,403.317080737937,33.40222639033206,169,668,973,4.73
+4.046292493E+02,-8.217262899E-02,403.2639204974022,33.212043209451544,170,668,973,4.73
+4.045635541E+02,-8.172267064E-02,403.21334776389443,33.02522507200097,171,668,973,4.73
+4.045012091E+02,-8.127090341E-02,403.1660871110068,32.83800187225137,172,668,973,4.73
+4.044382729E+02,-8.082785133E-02,403.1178657594405,32.654293621031925,173,668,973,4.73
+4.043763882E+02,-8.038515054E-02,403.0705974730102,32.47086057417802,174,668,973,4.73
+4.043133360E+02,-7.995216662E-02,403.0217682687265,32.291298657654536,175,668,973,4.73
+4.042555571E+02,-7.952030171E-02,402.9780798493986,32.11265493731503,176,668,973,4.73
+4.041979927E+02,-7.909627522E-02,402.9342758118667,31.937230291240898,177,668,973,4.73
+4.041367050E+02,-7.867314427E-02,402.8866552426074,31.761916750747876,178,668,973,4.73
+4.040814034E+02,-7.825576397E-02,402.84474459398757,31.589433782808708,179,668,973,4.73
+4.040254284E+02,-7.784330562E-02,402.8019341598801,31.418921542013205,180,668,973,4.73
+4.039703547E+02,-7.743906391E-02,402.7596934376123,31.25182904222282,181,668,973,4.73
+4.039150093E+02,-7.703191495E-02,402.71720293045297,31.083584119137182,182,668,973,4.73
+4.038630657E+02,-7.663098302E-02,402.67784180359666,30.918142845263304,183,668,973,4.73
+4.038087836E+02,-7.623604127E-02,402.63589682968797,30.754971901540365,184,668,973,4.73
+4.037573511E+02,-7.584478654E-02,402.5966143998745,30.593539204339287,185,668,973,4.73
+4.037086884E+02,-7.545250908E-02,402.5600603339565,30.431939037294338,186,668,973,4.73
+4.036594799E+02,-7.506778790E-02,402.5226684377319,30.273372902705404,187,668,973,4.73
+4.036084285E+02,-7.468503600E-02,402.48331705633456,30.115495140702667,188,668,973,4.73
+4.035606224E+02,-7.430724991E-02,402.446991371127,29.95989132496011,189,668,973,4.73
+4.035134373E+02,-7.393358937E-02,402.4111019070598,29.80602529031689,190,668,973,4.73
+4.034663589E+02,-7.356203701E-02,402.37519755115216,29.65304638135634,191,668,973,4.73
+4.034203121E+02,-7.319427960E-02,402.3401519592869,29.50170056520959,192,668,973,4.73
+4.033741874E+02,-7.283044358E-02,402.30485668509624,29.351956462806314,193,668,973,4.73
+4.033289870E+02,-7.246797445E-02,402.2703876702451,29.20285873124141,194,668,973,4.73
+4.032837319E+02,-7.211529960E-02,402.23552429296745,29.057725512377452,195,668,973,4.73
+4.032394219E+02,-7.176003227E-02,402.20162620752853,28.911645582113326,196,668,973,4.73
+4.031978289E+02,-7.141297166E-02,402.1701490910572,28.76908774623277,197,668,973,4.73
+4.031534244E+02,-7.106437603E-02,402.13586101089675,28.625738321853873,198,668,973,4.73
+4.031111629E+02,-7.072293752E-02,402.10345564593933,28.485445620253852,199,668,973,4.73
+4.030696436E+02,-7.038223653E-02,402.071720821548,28.34552711505237,200,668,973,4.73
+4.030288808E+02,-7.004366839E-02,402.0406318219686,28.206543976405687,201,668,973,4.73
+9.882891767E+02,-3.011082176E-02,987.8411886326204,29.753702681439286,1,998,668,4.87
+9.849587539E+02,-5.993928223E-02,983.1899442619232,59.00237610874044,2,998,668,4.87
+9.796066415E+02,-8.916616218E-02,975.7149884662414,87.23206608370545,3,998,668,4.87
+9.723943771E+02,-1.176296758E-01,965.6747462201107,114.11883774566753,4,998,668,4.87
+9.634308002E+02,-1.451207081E-01,953.3036561637862,139.3235296666368,5,998,668,4.87
