+4.652848710E+02,-1.343241300E-02,+0,+0
+4.648121110E+02,-2.685387413E-02,+0,+0
+4.640729789E+02,-4.013361292E-02,+0,+0
+4.630502613E+02,-5.325754588E-02,+0,+0
+4.617619738E+02,-6.618532227E-02,+0,+0
+4.602182300E+02,-7.886970615E-02,+0,+0
+4.584352004E+02,-9.130134687E-02,+0,+0
+4.564264374E+02,-1.034384800E-01,+0,+0
+4.542239241E+02,-1.152668206E-01,+0,+0
+4.636781920E+02,-1.300764926E-01,+0,+0
+4.492526111E+02,-1.378754341E-01,+0,+0
+4.465186481E+02,-1.486048267E-01,+0,+0
+4.436404830E+02,-1.589512560E-01,+0,+0
+4.406451572E+02,-1.688771412E-01,+0,+0
+4.375444364E+02,-1.783861339E-01,+0,+0
+4.343440636E+02,-1.874637691E-01,+0,+0
+4.310867256E+02,-1.961305297E-01,+0,+0
+4.277665719E+02,-2.043628355E-01,+0,+0
+4.243966581E+02,-2.121770164E-01,+0,+0
+4.210019362E+02,-2.195618026E-01,+0,+0
+4.175849395E+02,-2.265228121E-01,+0,+0
+4.141587934E+02,-2.330722133E-01,+0,+0
+4.107369796E+02,-2.392100101E-01,+0,+0
+4.073249377E+02,-2.449672224E-01,+0,+0
+4.039289554E+02,-2.503461082E-01,+0,+0
+4.005653945E+02,-2.553351128E-01,+0,+0
+3.972325757E+02,-2.599631555E-01,+0,+0
+3.939351560E+02,-2.642686157E-01,+0,+0
+3.906906564E+02,-2.682325828E-01,+0,+0
+3.874928541E+02,-2.718498004E-01,+0,+0
+3.843578297E+02,-2.751755242E-01,+0,+0
+3.812694154E+02,-2.781973450E-01,+0,+0
+3.782426694E+02,-2.809375243E-01,+0,+0
+3.752753472E+02,-2.834064340E-01,+0,+0
+3.723721500E+02,-2.856184406E-01,+0,+0
+3.695302381E+02,-2.875858213E-01,+0,+0
+3.667563860E+02,-2.893136578E-01,+0,+0
+3.640461492E+02,-2.908248814E-01,+0,+0
+3.614004513E+02,-2.921292915E-01,+0,+0
+3.588194808E+02,-2.932333101E-01,+0,+0
+3.563041655E+02,-2.941535310E-01,+0,+0
+3.538533238E+02,-2.948948910E-01,+0,+0
+3.514651655E+02,-2.954747419E-01,+0,+0
+3.491389412E+02,-2.958932802E-01,+0,+0
+3.468757083E+02,-2.961641766E-01,+0,+0
+3.446706018E+02,-2.962993604E-01,+0,+0
+3.425300139E+02,-2.963026433E-01,+0,+0
+3.404471918E+02,-2.961848824E-01,+0,+0
+3.384203953E+02,-2.959531292E-01,+0,+0
+3.364505961E+02,-2.956194809E-01,+0,+0
+3.345355314E+02,-2.951754612E-01,+0,+0
+3.326752398E+02,-2.946447018E-01,+0,+0
+3.308674856E+02,-2.940290095E-01,+0,+0
+3.291111077E+02,-2.933311535E-01,+0,+0
+3.274051781E+02,-2.925597325E-01,+0,+0
+3.257487194E+02,-2.917178754E-01,+0,+0
+3.241383006E+02,-2.908074867E-01,+0,+0
+3.225716688E+02,-2.898425041E-01,+0,+0
+3.210505339E+02,-2.888205561E-01,+0,+0
+3.195723575E+02,-2.877454804E-01,+0,+0
+3.181349217E+02,-2.866247025E-01,+0,+0
+3.167381883E+02,-2.854630148E-01,+0,+0
+3.153795705E+02,-2.842595183E-01,+0,+0
+3.140618848E+02,-2.830191396E-01,+0,+0
+3.127772652E+02,-2.817458112E-01,+0,+0
+3.115303643E+02,-2.804432092E-01,+0,+0
+3.103184245E+02,-2.791130029E-01,+0,+0
+3.091392536E+02,-2.777570473E-01,+0,+0
+3.079933496E+02,-2.763795638E-01,+0,+0
+3.068787535E+02,-2.749819406E-01,+0,+0
+3.057951721E+02,-2.735701732E-01,+0,+0
+3.047399247E+02,-2.721418593E-01,+0,+0
+3.037144421E+02,-2.706928874E-01,+0,+0
+3.027167799E+02,-2.692381573E-01,+0,+0
+3.017420751E+02,-2.677735610E-01,+0,+0
+3.007983927E+02,-2.662953105E-01,+0,+0
+2.998787536E+02,-2.648184582E-01,+0,+0
+2.989826147E+02,-2.633357281E-01,+0,+0
