+9.882891767E+02,-3.011082176E-02,+0,+0
+9.849587539E+02,-5.993928223E-02,+0,+0
+9.796066415E+02,-8.916616218E-02,+0,+0
+9.723943771E+02,-1.176296758E-01,+0,+0
+9.634308002E+02,-1.451207081E-01,+0,+0
+9.530000759E+02,-1.715181893E-01,+0,+0
+9.412707067E+02,-1.966703333E-01,+0,+0
+9.284414225E+02,-2.204930710E-01,+0,+0
+9.147591520E+02,-2.429147154E-01,+0,+0
+9.472764489E+02,-2.779525605E-01,+0,+0
+8.856201908E+02,-2.833734042E-01,+0,+0
+8.705057245E+02,-3.014113207E-01,+0,+0
+8.552498182E+02,-3.179948027E-01,+0,+0
+8.399663098E+02,-3.331623470E-01,+0,+0
+8.247854999E+02,-3.469536035E-01,+0,+0
+8.098071940E+02,-3.594339190E-01,+0,+0
+7.951071997E+02,-3.706891692E-01,+0,+0
+7.807250682E+02,-3.807415798E-01,+0,+0
+7.667335228E+02,-3.896638012E-01,+0,+0
+7.531569434E+02,-3.975629203E-01,+0,+0
+7.400117740E+02,-4.044618156E-01,+0,+0
+7.273249890E+02,-4.104423218E-01,+0,+0
+7.151109073E+02,-4.155951225E-01,+0,+0
+7.033545072E+02,-4.199462030E-01,+0,+0
+6.920655780E+02,-4.235814590E-01,+0,+0
+6.812163605E+02,-4.265504262E-01,+0,+0
+6.708351824E+02,-4.289056648E-01,+0,+0
+6.608908424E+02,-4.306995120E-01,+0,+0
+6.513698109E+02,-4.319703719E-01,+0,+0
+6.422675804E+02,-4.327773570E-01,+0,+0
+6.335859669E+02,-4.331708979E-01,+0,+0
+6.252636791E+02,-4.331622898E-01,+0,+0
+6.173110788E+02,-4.327952276E-01,+0,+0
+6.097112721E+02,-4.321033296E-01,+0,+0
+6.024464502E+02,-4.311188342E-01,+0,+0
+5.955018122E+02,-4.298750441E-01,+0,+0
+5.888642129E+02,-4.283922185E-01,+0,+0
+5.825134297E+02,-4.266937970E-01,+0,+0
+5.764455572E+02,-4.248096718E-01,+0,+0
+5.706388315E+02,-4.227495877E-01,+0,+0
+5.650877067E+02,-4.205386768E-01,+0,+0
+5.597745120E+02,-4.181892287E-01,+0,+0
+5.546901640E+02,-4.157210605E-01,+0,+0
+5.498202338E+02,-4.131455628E-01,+0,+0
+5.451616797E+02,-4.104798683E-01,+0,+0
+5.406967237E+02,-4.077234889E-01,+0,+0
+5.364201350E+02,-4.049081655E-01,+0,+0
+5.323205416E+02,-4.020270652E-01,+0,+0
+5.283881894E+02,-3.990981944E-01,+0,+0
+5.246137311E+02,-3.961197570E-01,+0,+0
+5.209957161E+02,-3.931129867E-01,+0,+0
+5.175187513E+02,-3.900734857E-01,+0,+0
+5.141831739E+02,-3.870151117E-01,+0,+0
+5.109773216E+02,-3.839378212E-01,+0,+0
+5.078931264E+02,-3.808520120E-01,+0,+0
+5.049351670E+02,-3.777600506E-01,+0,+0
+5.020898870E+02,-3.746599808E-01,+0,+0
+4.993519732E+02,-3.715681899E-01,+0,+0
+4.967156774E+02,-3.684735231E-01,+0,+0
+4.941817196E+02,-3.653900613E-01,+0,+0
+4.917395244E+02,-3.623232127E-01,+0,+0
+4.893858923E+02,-3.592619452E-01,+0,+0
+4.871186004E+02,-3.562206056E-01,+0,+0
+4.849354091E+02,-3.532003805E-01,+0,+0
+4.828263782E+02,-3.501955848E-01,+0,+0
+4.807956214E+02,-3.472101683E-01,+0,+0
+4.788328400E+02,-3.442501776E-01,+0,+0
+4.769396143E+02,-3.413143279E-01,+0,+0
+4.751110185E+02,-3.384050978E-01,+0,+0
+4.733405595E+02,-3.355176547E-01,+0,+0
+4.716326386E+02,-3.326582892E-01,+0,+0
+4.699819774E+02,-3.298287711E-01,+0,+0
+4.683863289E+02,-3.270257274E-01,+0,+0
+4.668394097E+02,-3.242496085E-01,+0,+0
+4.653445010E+02,-3.215082614E-01,+0,+0
+4.639016047E+02,-3.187927566E-01,+0,+0
+4.625000792E+02,-3.161021895E-01,+0,+0
+4.611460050E+02,-3.134493334E-01,+0,+0
+4.598331565E+02,-3.108188915E-01,+0,+0
+4.585582686E+02,-3.082229100E-01,+0,+0
+4.573261302E+02,-3.056602073E-01,+0,+0
+4.561303038E+02,-3.031279481E-01,+0,+0
+4.549713980E+02,-3.006174408E-01,+0,+0
+4.538483048E+02,-2.981444520E-01,+0,+0
+4.527577521E+02,-2.956972945E-01,+0,+0
+4.516986486E+02,-2.932878659E-01,+0,+0
+4.506684511E+02,-2.909013289E-01,+0,+0
+4.496696842E+02,-2.885451373E-01,+0,+0
+4.486985963E+02,-2.862198193E-01,+0,+0
+4.477563995E+02,-2.839219891E-01,+0,+0
+4.468430797E+02,-2.816536431E-01,+0,+0
+4.459541610E+02,-2.794119817E-01,+0,+0
+4.450881281E+02,-2.772028641E-01,+0,+0
+4.442469209E+02,-2.750179761E-01,+0,+0
+4.434287430E+02,-2.728621261E-01,+0,+0
+4.426320504E+02,-2.707316049E-01,+0,+0
+4.418602055E+02,-2.686338246E-01,+0,+0
+4.411055848E+02,-2.665563301E-01,+0,+0
+4.403723839E+02,-2.645105958E-01,+0,+0
+4.396541062E+02,-2.624850018E-01,+0,+0
+4.389580894E+02,-2.604909662E-01,+0,+0
+4.382809163E+02,-2.585178545E-01,+0,+0
+4.376194660E+02,-2.565768042E-01,+0,+0
+4.369732892E+02,-2.546547257E-01,+0,+0
+4.363462986E+02,-2.527590684E-01,+0,+0
+4.357327243E+02,-2.508904826E-01,+0,+0
+4.351356847E+02,-2.490390868E-01,+0,+0
+4.345538567E+02,-2.472136616E-01,+0,+0
+4.339841353E+02,-2.454106583E-01,+0,+0
+4.334304828E+02,-2.436300583E-01,+0,+0
+4.328894451E+02,-2.418756289E-01,+0,+0
+4.323612076E+02,-2.401422348E-01,+0,+0
+4.318455556E+02,-2.384311385E-01,+0,+0
+4.313417977E+02,-2.367388269E-01,+0,+0
+4.308513799E+02,-2.350663293E-01,+0,+0
+4.303695177E+02,-2.334180772E-01,+0,+0
+4.299036173E+02,-2.317861531E-01,+0,+0
+4.294420498E+02,-2.301804792E-01,+0,+0
+4.289960017E+02,-2.285927979E-01,+0,+0
+4.285593795E+02,-2.270243082E-01,+0,+0
+4.281342340E+02,-2.254711151E-01,+0,+0
+4.277127020E+02,-2.239381674E-01,+0,+0
+4.273036534E+02,-2.224257141E-01,+0,+0
+4.269032303E+02,-2.209313910E-01,+0,+0
+4.265125504E+02,-2.194575767E-01,+0,+0
+4.261265974E+02,-2.179925800E-01,+0,+0
+4.257551608E+02,-2.165551397E-01,+0,+0
+4.253853498E+02,-2.151290236E-01,+0,+0
+4.250258089E+02,-2.137268483E-01,+0,+0
+4.246725026E+02,-2.123365021E-01,+0,+0
+4.243317562E+02,-2.109604347E-01,+0,+0
+4.239953825E+02,-2.096021445E-01,+0,+0
+4.236658515E+02,-2.082640111E-01,+0,+0
+4.233388153E+02,-2.069372227E-01,+0,+0
+4.230227975E+02,-2.056271425E-01,+0,+0
+4.227116801E+02,-2.043283060E-01,+0,+0
+4.224090191E+02,-2.030495055E-01,+0,+0
+4.221105293E+02,-2.017843212E-01,+0,+0
+4.218206211E+02,-2.005349758E-01,+0,+0
+4.215340827E+02,-1.992948841E-01,+0,+0
+4.212531123E+02,-1.980743297E-01,+0,+0
+4.209770954E+02,-1.968685716E-01,+0,+0
+4.207066444E+02,-1.956717221E-01,+0,+0
+4.204434881E+02,-1.944930724E-01,+0,+0
+4.201818685E+02,-1.933269774E-01,+0,+0
+4.199261247E+02,-1.921695141E-01,+0,+0
+4.196783016E+02,-1.910283221E-01,+0,+0
+4.194297058E+02,-1.898993511E-01,+0,+0
+4.191896595E+02,-1.887836168E-01,+0,+0
+4.189543191E+02,-1.876789044E-01,+0,+0
+4.187230784E+02,-1.865816792E-01,+0,+0
+4.184940095E+02,-1.855044777E-01,+0,+0
+4.182723701E+02,-1.844327366E-01,+0,+0
+4.180536774E+02,-1.833757536E-01,+0,+0
+4.178378136E+02,-1.823294143E-01,+0,+0
+4.176241376E+02,-1.812920837E-01,+0,+0
+4.174167420E+02,-1.802711599E-01,+0,+0
+4.172130075E+02,-1.792557981E-01,+0,+0
+4.170118681E+02,-1.782545401E-01,+0,+0
+4.168163879E+02,-1.772637737E-01,+0,+0
+4.166223453E+02,-1.762857454E-01,+0,+0
+4.164325287E+02,-1.753098779E-01,+0,+0
+4.162444121E+02,-1.743516406E-01,+0,+0
+4.160628840E+02,-1.733994224E-01,+0,+0
+4.158802949E+02,-1.724612712E-01,+0,+0
+4.157045064E+02,-1.715256353E-01,+0,+0
+4.155273131E+02,-1.706019579E-01,+0,+0
+4.153540551E+02,-1.696911425E-01,+0,+0
+4.151852405E+02,-1.687881978E-01,+0,+0
+4.150210489E+02,-1.678921625E-01,+0,+0
+4.148558186E+02,-1.670103472E-01,+0,+0
+4.146941644E+02,-1.661302495E-01,+0,+0
+4.145368643E+02,-1.652661962E-01,+0,+0
+4.143812409E+02,-1.644112025E-01,+0,+0
+4.142260674E+02,-1.635584232E-01,+0,+0
+4.140769942E+02,-1.627168288E-01,+0,+0
+4.139283708E+02,-1.618816961E-01,+0,+0
+4.137831222E+02,-1.610578630E-01,+0,+0
+4.136387824E+02,-1.602415543E-01,+0,+0
+4.134937187E+02,-1.594328584E-01,+0,+0
+4.133598135E+02,-1.586306096E-01,+0,+0
+4.132195089E+02,-1.578340183E-01,+0,+0
+4.130866203E+02,-1.570503513E-01,+0,+0
+4.129549530E+02,-1.562675584E-01,+0,+0
+4.128226282E+02,-1.554976323E-01,+0,+0
+4.126963688E+02,-1.547322544E-01,+0,+0
+4.125671243E+02,-1.539755857E-01,+0,+0
+4.124419225E+02,-1.532267721E-01,+0,+0
+4.123199955E+02,-1.524812789E-01,+0,+0
+4.121997285E+02,-1.517460521E-01,+0,+0
+4.120782783E+02,-1.510149420E-01,+0,+0
+4.119629010E+02,-1.502929982E-01,+0,+0
+4.118478722E+02,-1.495790382E-01,+0,+0
+4.117311211E+02,-1.488705638E-01,+0,+0
+4.116199144E+02,-1.481682713E-01,+0,+0
+4.115114312E+02,-1.474696400E-01,+0,+0
+4.113994313E+02,-1.467787392E-01,+0,+0
+4.112924156E+02,-1.460966687E-01,+0,+0
+4.111857334E+02,-1.454184919E-01,+0,+0
+4.110808762E+02,-1.447466136E-01,+0,+0
+4.109788694E+02,-1.440824282E-01,+0,+0
