X,Y,Z,Ω,θ,KHz
-57,82,0,429.938,-0.173,67
-35,93,0,429.31,-0.1712,68
-12,99,0,428.435,-0.1687,69
12,99,0,427.967,-0.1671,70
35,93,0,427.235,-0.1653,71
57,82,0,426.187,-0.1635,72
75,65,0,425.756,-0.1614,73
88,45,0,425.318,-0.1601,74
97,22,0,424.595,-0.1586,75
99,-1,0,424.021,-0.1568,76
96,-25,0,423.334,-0.1551,77
87,-48,0,422.593,-0.1533,78
73,-67,0,422.096,-0.1519,79
55,-83,0,421.722,-0.1503,80
33,-94,0,421.213,-0.1483,81
10,-99,0,420.535,-0.1477,82
-14,-99,0,420.15,-0.1454,83
-37,-92,0,419.558,-0.1447,84
-58,-80,0,419.223,-0.1427,85
-76,-64,0,418.851,-0.1418,86
-89,-43,0,418.517,-0.1401,87
-97,-21,0,417.963,-0.1386,88
-99,3,0,417.769,-0.1373,89
-96,27,0,417.266,-0.1366,90
-86,49,0,416.97,-0.1344,91
-72,68,0,416.586,-0.1334,92
-53,84,0,416.252,-0.1322,93
-31,94,0,415.47,-0.1301,94
-7,99,0,415.506,-0.1292,95
16,98,0,415.096,-0.1285,96
39,91,0,414.771,-0.1273,97
60,79,0,414.8,-0.1257,98
78,62,0,414.298,-0.1247,99
90,41,0,414.145,-0.1238,100
98,18,0,413.664,-0.1223,101
99,-5,0,413.349,-0.1199,102
95,-29,0,412.757,-0.1207,103
85,-51,0,412.831,-0.1188,104
70,-70,0,412.603,-0.118,105
51,-85,0,412.768,-0.1163,106
30,-95,0,412.562,-0.1151,107
6,-99,0,411.921,-0.1144,108
-17,-98,0,411.831,-0.1138,109
-40,-91,0,411.51,-0.1131,110
-61,-78,0,411.211,-0.1113,111
-78,-61,0,411.028,-0.1105,112
-91,-41,0,410.367,-0.1102,113
-98,-18,0,410.842,-0.109,114
-99,6,0,410.476,-0.1082,115
-95,29,0,410.146,-0.107,116
-85,51,0,409.889,-0.1066,117
-70,70,0,409.81,-0.1052,118
-51,85,0,409.654,-0.1029,119
-28,95,0,409.672,-0.1036,120
-5,99,0,627.507,-0.1636,10
6,99,0,616.497,-0.1783,11
29,95,0,610.062,-0.1864,12
52,85,0,601.36,-0.1977,13
71,70,0,593.709,-0.2049,14
86,50,0,585.007,-0.2162,15
95,28,0,582.774,-0.2204,16
99,4,0,572.97,-0.2255,17
98,-19,0,567.318,-0.2329,18
90,-42,0,559.3,-0.2362,19
77,-63,0,553.552,-0.2393,20
60,-79,0,546.036,-0.243,21
39,-91,0,541.641,-0.2418,22
16,-98,0,536.722,-0.2428,23
-8,-99,0,531.48,-0.2478,24
-31,-94,0,525.043,-0.2478,25
-53,-84,0,519.942,-0.2485,26
-72,-68,0,514.842,-0.2473,27
-86,-49,0,510.39,-0.2482,28
-96,-27,0,506.904,-0.2485,29
-99,-3,0,502.664,-0.2462,30
-97,20,0,498.266,-0.2457,31
-90,43,0,494.954,-0.2453,32
-77,63,0,490.668,-0.2431,33
-59,80,0,487.065,-0.2427,34
-38,92,0,483.822,-0.2405,35
-15,98,0,480.844,-0.2392,36
8,99,0,477.478,-0.2365,37
32,94,0,474.932,-0.2345,38
54,84,0,472.36,-0.2327,39
72,68,0,469.758,-0.2305,40
87,48,0,467.306,-0.2291,41
96,26,0,464.731,-0.2264,42
99,2,0,462.106,-0.2239,43
97,-21,0,460.821,-0.2214,44
89,-44,0,458.703,-0.2198,45
76,-64,0,456.562,-0.2174,46
58,-80,0,454.65,-0.2155,47
37,-92,0,452.668,-0.2133,48
14,-98,0,451.222,-0.2103,49
-9,-99,0,449.382,-0.2075,50
-32,-94,0,447.87,-0.2069,51
-54,-83,0,446.491,-0.2038,52
-72,-68,0,444.891,-0.2014,53
-87,-48,0,443.621,-0.1983,54
-96,-26,0,442.137,-0.1972,55
-99,-3,0,441.047,-0.1952,56
-97,20,0,439.951,-0.193,57
-89,43,0,438.78,-0.1909,58
-76,64,0,437.507,-0.1888,59
-59,80,0,436.476,-0.1868,60
-37,92,0,435.634,-0.1851,61
-14,98,0,434.473,-0.1828,62
9,99,0,433.271,-0.1807,63
32,94,0,432.386,-0.1782,64
54,83,0,431.45,-0.1765,65
73,67,0,430.716,-0.1745,66
87,48,0,430.262,-0.1724,67
96,25,0,429.241,-0.1701,68
99,1,0,428.478,-0.1692,69
97,-22,0,427.922,-0.1667,70
89,-45,0,427.004,-0.1652,71
75,-65,0,426.242,-0.1636,72
57,-81,0,425.805,-0.162,73
36,-93,0,425.147,-0.16,74
13,-99,0,424.481,-0.1586,75
-11,-99,0,423.846,-0.1561,76
-34,-93,0,423.389,-0.1549,77
-56,-82,0,422.706,-0.1533,78
-74,-66,0,422.137,-0.1513,79
-88,-46,0,421.497,-0.1503,80
-97,-24,0,421.213,-0.1483,81
-99,0,0,420.636,-0.1474,82
-97,23,0,420.088,-0.1453,83
-88,46,0,419.78,-0.1446,84
-74,66,0,419.271,-0.1425,85
-56,82,0,418.544,-0.1406,86
-34,93,0,418.453,-0.14,87
-11,99,0,418.157,-0.1389,88
12,99,0,417.682,-0.1369,89
36,93,0,417.266,-0.1366,90
57,81,0,416.855,-0.1338,91
75,65,0,416.601,-0.133,92
89,44,0,416.185,-0.1321,93
97,21,0,415.75,-0.1301,94
99,-2,0,415.605,-0.1296,95
96,-26,0,415.059,-0.1287,96
87,-48,0,414.805,-0.1275,97
73,-68,0,414.418,-0.1263,98
54,-83,0,414.195,-0.1248,99
33,-94,0,414.234,-0.1224,100
9,-99,0,413.459,-0.1225,101
-14,-98,0,413.408,-0.121,102
-37,-92,0,412.798,-0.121,103
-59,-80,0,412.688,-0.1187,104
-76,-64,0,412.658,-0.1176,105
-89,-44,0,412.768,-0.1163,106
-97,-21,0,412.417,-0.115,107
-99,2,0,412.187,-0.1148,108
-96,26,0,411.685,-0.1137,109
-87,48,0,411.432,-0.1125,110
-72,68,0,411.241,-0.1117,111
-54,84,0,410.946,-0.1112,112
-31,94,0,410.612,-0.1094,113
-8,99,0,410.805,-0.1085,114
15,98,0,410.44,-0.1085,115
38,92,0,410.403,-0.1067,116
59,80,0,409.907,-0.1054,117
77,63,0,410.05,-0.1051,118
90,42,0,409.772,-0.1045,119
98,19,0,409.659,-0.1038,120
99,-4,0,627.864,-0.1633,10
98,-16,0,617.011,-0.1781,11
91,-39,0,610.577,-0.1856,12
79,-60,0,603.759,-0.1989,13
62,-77,0,597.471,-0.2064,14
42,-90,0,585.271,-0.2186,15
19,-98,0,581.411,-0.2208,16
-4,-99,0,573.561,-0.2248,17
-28,-95,0,566.177,-0.2324,18
-50,-86,0,559.575,-0.2337,19
-69,-71,0,554.785,-0.2396,20
-84,-53,0,548.274,-0.2405,21
-95,-31,0,542.888,-0.2458,22
-99,-7,0,534.216,-0.2449,23
-98,16,0,529.759,-0.2447,24
-91,39,0,525.051,-0.2481,25
-79,60,0,520.524,-0.248,26
-62,77,0,515.279,-0.2491,27
-41,90,0,511.152,-0.2471,28
-18,98,0,506.258,-0.2472,29
5,99,0,502.848,-0.2473,30
28,95,0,498.798,-0.2468,31
50,86,0,494.2,-0.2456,32
70,71,0,490.598,-0.2435,33
85,52,0,487.462,-0.2423,34
95,30,0,483.577,-0.2401,35
99,6,0,480.822,-0.239,36
98,-17,0,477.989,-0.2373,37
91,-40,0,475.054,-0.2346,38
78,-61,0,472.456,-0.2326,39
61,-78,0,469.974,-0.2306,40
41,-91,0,467.037,-0.2286,41
18,-98,0,464.788,-0.2268,42
-5,-99,0,462.675,-0.225,43
-29,-95,0,460.435,-0.2221,44
-51,-85,0,458.873,-0.2191,45
-70,-71,0,456.541,-0.2178,46
-85,-52,0,454.718,-0.2158,47
-95,-30,0,452.787,-0.2134,48
-99,-6,0,451.043,-0.2109,49
-98,17,0,449.859,-0.2079,50
-91,40,0,447.989,-0.207,51
-79,61,0,446.77,-0.2037,52
-62,78,0,444.733,-0.2011,53
-41,91,0,443.901,-0.1991,54
-18,98,0,442.173,-0.1969,55
5,99,0,440.963,-0.1948,56
29,95,0,439.908,-0.1928,57
51,85,0,438.662,-0.1909,58
70,70,0,437.608,-0.1884,59
85,51,0,436.548,-0.1867,60
95,29,0,435.354,-0.1842,61
99,5,0,434.8,-0.1825,62
98,-19,0,433.622,-0.1809,63
90,-42,0,432.484,-0.1785,64
77,-62,0,431.784,-0.176,65
60,-79,0,430.964,-0.1743,66
39,-91,0,430.43,-0.1726,67
16,-98,0,429.258,-0.171,68
-7,-99,0,428.72,-0.1689,69
-30,-95,0,427.798,-0.167,70
-52,-84,0,427.241,-0.165,71
-71,-69,0,426.242,-0.1636,72
-86,-50,0,425.749,-0.1619,73
-95,-28,0,425.087,-0.1604,74
-99,-4,0,424.367,-0.1584,75
-98,19,0,423.795,-0.157,76
-90,42,0,423.22,-0.1551,77
-77,62,0,422.824,-0.1535,78
-60,79,0,422.262,-0.1518,79
-39,91,0,421.67,-0.1504,80
-15,98,0,421.204,-0.148,81
7,99,0,420.636,-0.1474,82
31,95,0,420.113,-0.1458,83
53,84,0,419.857,-0.145,84
72,69,0,419.461,-0.1428,85
86,49,0,418.265,-0.1415,86
96,27,0,418.498,-0.1398,87
99,3,0,417.918,-0.1388,88
97,-20,0,417.421,-0.1372,89
89,-43,0,417.498,-0.1354,90
76,-64,0,416.929,-0.1345,91
59,-80,0,416.842,-0.1331,92
38,-92,0,416.157,-0.1319,93
15,-98,0,415.818,-0.1302,94
-8,-99,0,415.605,-0.1296,95
-32,-94,0,415.581,-0.1287,96
-53,-84,0,414.909,-0.1274,97
-72,-68,0,414.591,-0.1246,98
-86,-49,0,414.334,-0.125,99
-96,-27,0,414.005,-0.1236,100
-99,-3,0,413.625,-0.122,101
-97,20,0,413.55,-0.1212,102
-90,43,0,412.858,-0.1206,103
-77,63,0,412.831,-0.1188,104
-59,80,0,412.603,-0.118,105
-37,92,0,412.597,-0.1163,106
-14,98,0,412.579,-0.1161,107
9,99,0,412.139,-0.1146,108
32,94,0,411.829,-0.1132,109
54,83,0,411.482,-0.1127,110
73,67,0,411.306,-0.1112,111
87,48,0,410.913,-0.1108,112
96,25,0,410.401,-0.1106,113
99,1,0,410.786,-0.1095,114
97,-22,0,410.656,-0.1071,115
89,-45,0,410.386,-0.1069,116
75,-65,0,409.92,-0.1062,117
58,-81,0,409.975,-0.1051,118
37,-92,0,409.683,-0.1046,119
14,-99,0,409.672,-0.1036,120
-10,-99,0,628.215,-0.1634,10
-21,-97,0,616.068,-0.175,11
-44,-89,0,610.074,-0.1858,12
-64,-76,0,601.903,-0.1948,13
-80,-59,0,594.332,-0.2051,14
-92,-38,0,588.202,-0.2067,15
-98,-15,0,581.237,-0.2226,16
-99,8,0,573.398,-0.2268,17
-94,32,0,565.328,-0.2308,18
-84,54,0,559.433,-0.2327,19
-68,72,0,554.372,-0.2393,20
-49,87,0,548.547,-0.241,21
-26,96,0,540.62,-0.243,22
-3,99,0,537.44,-0.2461,23
20,97,0,529.452,-0.2471,24
43,90,0,525.534,-0.2478,25
63,76,0,520.274,-0.2478,26
80,59,0,515.772,-0.2495,27
92,38,0,510.574,-0.2472,28
98,14,0,506.703,-0.249,29
99,-9,0,501.802,-0.2469,30
94,-32,0,498.375,-0.2472,31
83,-54,0,494.523,-0.2454,32
68,-72,0,490.457,-0.2431,33
49,-86,0,487.215,-0.2419,34
27,-96,0,484.272,-0.2407,35
3,-99,0,481.059,-0.2382,36
-20,-97,0,477.669,-0.2372,37
-43,-90,0,474.835,-0.2345,38
-63,-77,0,472.456,-0.2326,39
