
-89,-44,0,631.287,-0.1668,10
-93,-34,0,624.732,-0.1789,11
-99,-10,0,615.048,-0.187,12
-99,13,0,609.869,-0.1998,13
-93,36,0,602.386,-0.208,14
-81,57,0,595.179,-0.2165,15
-65,75,0,590.125,-0.2224,16
-45,89,0,579.489,-0.2265,17
-22,97,0,574.015,-0.2334,18
1,99,0,566.582,-0.2377,19
24,96,0,561.662,-0.2405,20
47,88,0,553.274,-0.2448,21
67,74,0,547.281,-0.2435,22
82,55,0,542.402,-0.2452,23
94,34,0,535.422,-0.2486,24
99,10,0,531.157,-0.2502,25
99,-13,0,525.983,-0.2511,26
92,-37,0,520.996,-0.2507,27
81,-58,0,516.749,-0.2519,28
65,-75,0,511.93,-0.2511,29
45,-89,0,507.808,-0.2492,30
22,-97,0,503.225,-0.2482,31
-1,-99,0,499.959,-0.2463,32
-25,-96,0,496.232,-0.2459,33
-47,-87,0,492.586,-0.2448,34
-67,-74,0,489.484,-0.2425,35
-82,-56,0,485.768,-0.2414,36
-93,-34,0,482.705,-0.2397,37
-99,-11,0,479.948,-0.2377,38
-99,12,0,477.273,-0.2354,39
-93,35,0,474.631,-0.2331,40
-82,56,0,472.042,-0.2312,41
-65,75,0,469.618,-0.2288,42
-45,88,0,467.27,-0.225,43
-23,97,0,465.236,-0.2248,44
0,99,0,463.096,-0.2221,45
23,97,0,460.858,-0.2199,46
46,88,0,459.19,-0.2175,47
66,74,0,457.011,-0.2151,48
82,56,0,455.508,-0.2127,49
93,34,0,453.78,-0.2113,50
99,11,0,452.038,-0.2078,51
99,-12,0,450.731,-0.206,52
93,-35,0,448.939,-0.2041,53
81,-57,0,447.759,-0.2012,54
66,-75,0,446.212,-0.1996,55
46,-88,0,445.239,-0.1977,56
24,-97,0,444.113,-0.1956,57
0,-99,0,442.488,-0.1934,58
-23,-97,0,441.481,-0.1911,59
-45,-88,0,440.424,-0.189,60
-65,-75,0,439.648,-0.186,61
-81,-57,0,438.373,-0.185,62
-93,-36,0,437.739,-0.1824,63
-99,-13,0,436.619,-0.1806,64
-99,10,0,435.555,-0.1787,65
-94,34,0,434.8,-0.1763,66
-83,55,0,433.768,-0.1745,67
-67,73,0,432.925,-0.1722,68
-47,87,0,432.516,-0.1704,69
-25,96,0,431.51,-0.1691,70
-1,99,0,430.727,-0.1674,71
22,97,0,430.186,-0.1657,72
44,89,0,429.551,-0.1636,73
65,75,0,428.956,-0.162,74
81,57,0,428.126,-0.1604,75
93,36,0,427.784,-0.1582,76
99,13,0,427.001,-0.1567,77
99,-10,0,426.481,-0.1555,78
93,-34,0,425.821,-0.1537,79
82,-55,0,425.276,-0.1521,80
67,-74,0,424.527,-0.151,81
47,-88,0,424.314,-0.1488,82
24,-96,0,423.776,-0.1472,83
0,-99,0,423.37,-0.1456,84
-23,-97,0,422.853,-0.1445,85
-45,-88,0,421.98,-0.1426,86
-65,-75,0,422.052,-0.1411,87
-81,-57,0,421.639,-0.1403,88
-93,-35,0,421.192,-0.1392,89
-99,-12,0,420.624,-0.1376,90
-99,11,0,420.451,-0.136,91
-93,35,0,419.957,-0.1346,92
-82,56,0,419.577,-0.1337,93
-66,74,0,418.889,-0.1322,94
-46,88,0,419.055,-0.1308,95
-23,97,0,418.685,-0.1294,96
0,99,0,418.425,-0.1284,97
23,97,0,418.064,-0.1274,98
46,88,0,417.668,-0.1256,99
66,74,0,417.218,-0.1245,100
82,56,0,417.231,-0.1227,101
93,34,0,416.902,-0.1224,102
99,11,0,416.581,-0.1216,103
99,-13,0,416.43,-0.1199,104
93,-36,0,415.941,-0.1196,105
81,-57,0,415.877,-0.1173,106
65,-75,0,415.315,-0.1171,107
45,-89,0,415.011,-0.116,108
22,-97,0,414.882,-0.1148,109
-1,-99,0,414.874,-0.1138,110
-24,-96,0,414.348,-0.1123,111
-47,-88,0,414.245,-0.1118,112
-66,-74,0,413.502,-0.1107,113
-82,-56,0,414.077,-0.1095,114
-93,-34,0,413.723,-0.1089,115
-99,-11,0,413.519,-0.1077,116
-99,12,0,413.439,-0.1074,117
-93,36,0,412.965,-0.1058,118
-81,57,0,413.004,-0.1049,119
-65,75,0,412.677,-0.1042,120
-45,89,0,631.473,-0.1668,10
-34,93,0,623.957,-0.1744,11
-11,99,0,619.081,-0.1888,12
12,99,0,609.772,-0.1969,13
36,93,0,604.112,-0.2067,14
57,81,0,591.668,-0.2196,15
75,65,0,588.783,-0.2251,16
89,45,0,580.731,-0.2276,17
97,22,0,572.033,-0.2326,18
99,-1,0,568.38,-0.2377,19
96,-25,0,561.373,-0.2423,20
87,-48,0,554.561,-0.2448,21
73,-67,0,549.295,-0.2469,22
55,-83,0,542.788,-0.2508,23
33,-94,0,536.002,-0.2503,24
10,-99,0,531.543,-0.2499,25
-13,-99,0,526.221,-0.2506,26
-37,-92,0,521.039,-0.2517,27
-58,-81,0,516.279,-0.25,28
-75,-65,0,511.754,-0.2502,29
-89,-45,0,507.42,-0.2488,30
-97,-22,0,503.775,-0.2493,31
-99,1,0,499.861,-0.2466,32
-96,25,0,495.93,-0.2464,33
-88,47,0,492.273,-0.2452,34
-74,67,0,489.089,-0.2431,35
-55,83,0,486.03,-0.2418,36
-33,94,0,482.705,-0.2397,37
-10,99,0,479.818,-0.2375,38
13,99,0,477.224,-0.2358,39
36,93,0,474.631,-0.2331,40
57,81,0,471.984,-0.2308,41
75,65,0,469.618,-0.2288,42
89,44,0,467.164,-0.2278,43
97,22,0,465.168,-0.2237,44
99,-2,0,462.968,-0.222,45
96,-25,0,461.218,-0.2189,46
87,-48,0,459.098,-0.2175,47
73,-67,0,457.41,-0.215,48
55,-83,0,455.763,-0.2129,49
34,-94,0,453.78,-0.2113,50
10,-99,0,451.985,-0.2085,51
-13,-99,0,450.773,-0.2062,52
-36,-93,0,449.657,-0.2036,53
-57,-81,0,448.095,-0.2013,54
-75,-65,0,446.288,-0.199,55
-88,-45,0,445.391,-0.1971,56
-97,-23,0,443.814,-0.1953,57
-99,0,0,442.692,-0.1934,58
-96,24,0,441.666,-0.1906,59
-88,46,0,440.43,-0.1882,60
-74,66,0,439.32,-0.1867,61
-56,82,0,438.494,-0.1843,62
-34,93,0,437.467,-0.1826,63
-10,99,0,436.796,-0.1808,64
12,99,0,435.822,-0.1785,65
35,93,0,434.692,-0.176,66
57,81,0,434.071,-0.1747,67
75,65,0,432.98,-0.1724,68
89,45,0,432.382,-0.1707,69
97,22,0,431.585,-0.1687,70
99,-2,0,430.785,-0.1676,71
96,-26,0,429.94,-0.1657,72
87,-48,0,429.488,-0.1638,73
73,-68,0,429.138,-0.1621,74
55,-83,0,428.065,-0.1602,75
33,-94,0,427.539,-0.158,76
10,-99,0,426.946,-0.1571,77
-14,-99,0,426.475,-0.1553,78
-37,-92,0,425.75,-0.1533,79
-58,-81,0,425.332,-0.1519,80
-76,-64,0,424.8,-0.1502,81
-89,-44,0,424.261,-0.149,82
-97,-22,0,423.657,-0.1472,83
-99,1,0,423.639,-0.146,84
-96,25,0,422.92,-0.1447,85
-87,47,0,422.283,-0.1427,86
-73,67,0,422.1,-0.141,87
-55,83,0,421.5,-0.1401,88
-33,94,0,421.167,-0.1382,89
-9,99,0,420.946,-0.1371,90
14,99,0,420.549,-0.1364,91
37,92,0,420.0,-0.1344,92
58,81,0,419.816,-0.1331,93
76,64,0,419.188,-0.1321,94
89,44,0,418.983,-0.1307,95
97,21,0,418.724,-0.1292,96
99,-2,0,418.502,-0.1276,97
96,-26,0,417.99,-0.1273,98
87,-48,0,417.711,-0.1263,99
73,-68,0,417.477,-0.1245,100
54,-83,0,417.433,-0.1236,101
33,-94,0,416.87,-0.1225,102
9,-99,0,416.689,-0.1215,103
-14,-98,0,416.416,-0.1205,104
-37,-92,0,416.259,-0.1193,105
-58,-81,0,415.821,-0.1177,106
-76,-64,0,415.346,-0.1163,107
-89,-44,0,415.115,-0.1159,108
-97,-22,0,415.219,-0.1148,109
-99,1,0,414.898,-0.1136,110
-96,25,0,414.381,-0.1128,111
-87,47,0,414.231,-0.1112,112
-73,67,0,414.156,-0.1109,113
-55,83,0,414.017,-0.1093,114
-33,94,0,413.662,-0.1087,115
-10,99,0,413.474,-0.1073,116
13,99,0,413.423,-0.1066,117
36,92,0,413.27,-0.1061,118
58,81,0,412.91,-0.105,119
76,64,0,412.77,-0.104,120
89,44,0,631.473,-0.1668,10
94,33,0,625.357,-0.1763,11
99,10,0,619.293,-0.1876,12
99,-13,0,610.986,-0.197,13
92,-37,0,600.972,-0.2034,14
81,-58,0,597.976,-0.2175,15
65,-75,0,587.268,-0.2193,16
45,-89,0,579.148,-0.2289,17
23,-97,0,574.023,-0.2324,18
0,-99,0,565.094,-0.2361,19
-24,-96,0,560.787,-0.2434,20
-46,-88,0,554.552,-0.2437,21
-66,-74,0,547.863,-0.245,22
-82,-56,0,543.058,-0.2505,23
-93,-35,0,536.257,-0.2498,24
-99,-12,0,531.034,-0.2504,25
-99,11,0,526.121,-0.2513,26
-93,35,0,520.744,-0.2507,27
-82,56,0,516.773,-0.2524,28
-66,74,0,512.483,-0.25,29
-46,88,0,508.346,-0.25,30
-24,97,0,503.541,-0.2493,31
0,99,0,499.818,-0.2475,32
22,97,0,496.251,-0.2461,33
45,89,0,492.859,-0.244,34
65,75,0,489.023,-0.2436,35
81,57,0,486.022,-0.2406,36
93,36,0,482.844,-0.2389,37
99,12,0,480.341,-0.2373,38
99,-11,0,477.506,-0.2355,39
93,-34,0,474.676,-0.2326,40
82,-56,0,472.184,-0.2306,41
67,-74,0,469.876,-0.2291,42
47,-87,0,467.2,-0.2266,43
25,-96,0,465.395,-0.2245,44
1,-99,0,463.096,-0.2221,45
-22,-97,0,461.358,-0.2197,46
-44,-89,0,459.209,-0.217,47
-64,-76,0,457.138,-0.2153,48
-80,-58,0,455.533,-0.2133,49
-92,-37,0,453.936,-0.21,50
-98,-14,0,452.366,-0.2089,51
-99,9,0,450.773,-0.2062,52
-94,32,0,449.361,-0.2046,53
-84,54,0,447.636,-0.2016,54
-68,72,0,446.718,-0.2,55
-49,87,0,445.174,-0.1966,56
-26,96,0,444.227,-0.1953,57
-2,99,0,442.74,-0.1935,58
21,97,0,441.869,-0.1905,59
44,89,0,440.556,-0.1883,60
64,76,0,439.748,-0.1863,61
81,58,0,438.745,-0.1844,62
92,37,0,437.54,-0.1825,63
99,13,0,436.731,-0.1799,64
99,-10,0,435.947,-0.1786,65
94,-34,0,434.73,-0.1765,66
83,-55,0,434.016,-0.1746,67
67,-73,0,433.284,-0.1726,68
47,-87,0,432.315,-0.1708,69
25,-96,0,431.651,-0.1686,70
2,-99,0,431.103,-0.1672,71
-22,-97,0,430.25,-0.1656,72
-44,-89,0,429.614,-0.1635,73
-64,-76,0,428.892,-0.1624,74
-81,-58,0,428.186,-0.1597,75
-92,-37,0,427.6,-0.1581,76
-98,-14,0,427.185,-0.1568,77
-99,9,0,426.349,-0.155,78
-94,33,0,425.941,-0.1537,79
-83,54,0,425.452,-0.1519,80
-67,73,0,424.951,-0.1511,81
-48,87,0,424.595,-0.1483,82
-25,96,0,423.738,-0.1476,83
-2,99,0,423.69,-0.1459,84
21,97,0,422.971,-0.1445,85
44,89,0,422.321,-0.1432,86
64,76,0,422.072,-0.1414,87
81,58,0,421.708,-0.1404,88
92,36,0,421.425,-0.1391,89
99,13,0,421.062,-0.1371,90
99,-10,0,420.505,-0.1366,91
94,-34,0,420.143,-0.1346,92
83,-55,0,419.961,-0.1333,93
67,-73,0,419.26,-0.1322,94
47,-87,0,419.321,-0.1304,95
25,-96,0,418.646,-0.1296,96
2,-99,0,418.76,-0.1281,97
-22,-97,0,418.47,-0.1267,98
-44,-89,0,417.821,-0.1262,99
-64,-76,0,417.552,-0.1246,100
-81,-58,0,417.131,-0.1233,101
-92,-37,0,417.162,-0.1224,102
-99,-13,0,416.72,-0.1213,103
-99,10,0,416.506,-0.1199,104
-94,33,0,416.134,-0.1189,105
-83,55,0,415.975,-0.1178,106
-67,73,0,415.575,-0.1171,107
-47,87,0,415.219,-0.1158,108
-24,96,0,415.087,-0.1145,109
-1,99,0,415.016,-0.1127,110
22,97,0,414.809,-0.112,111
45,89,0,414.504,-0.1118,112
65,75,0,413.681,-0.1107,113
81,57,0,414.099,-0.1101,114
93,36,0,413.919,-0.1086,115
99,12,0,413.633,-0.1074,116
99,-11,0,413.391,-0.1069,117
93,-34,0,413.205,-0.1059,118
82,-55,0,412.99,-0.1051,119
67,-74,0,412.77,-0.104,120
47,-87,0,631.547,-0.1644,10
37,-92,0,624.113,-0.1753,11
14,-98,0,620.073,-0.1914,12
-9,-99,0,611.704,-0.1962,13
-33,-94,0,602.703,-0.2089,14
-54,-83,0,596.608,-0.211,15
-72,-68,0,587.119,-0.2185,16
-87,-48,0,580.557,-0.229,17
-96,-26,0,572.176,-0.2339,18
-99,-3,0,567.33,-0.2374,19
-97,20,0,562.405,-0.2433,20
-90,43,0,554.563,-0.245,21
-77,63,0,547.344,-0.2478,22
-59,80,0,543.593,-0.2497,23
-38,92,0,535.97,-0.2491,24
-15,98,0,531.559,-0.2504,25
8,99,0,526.516,-0.2515,26
