2000.00,644.66,1016.20,4.72,669.80657,-0.01324,
3000.00,644.66,1016.20,4.72,667.38262,-0.04491,
4000.00,644.66,1016.20,4.72,663.92169,-0.07141,
5000.00,644.66,1016.20,4.72,660.53521,-0.09104,
6000.00,644.66,1016.20,4.72,655.08569,-0.10762,
7000.00,644.66,1016.20,4.72,649.16387,-0.12374,
8000.00,644.66,1016.20,4.72,642.12219,-0.13991,
9000.00,644.66,1016.20,4.72,635.03393,-0.15425,
10000.00,644.66,1016.20,4.72,628.32891,-0.16488,
11000.00,644.66,1016.20,4.72,621.82739,-0.17588,
12000.00,644.66,1016.20,4.72,615.17218,-0.18690,
13000.00,644.66,1016.20,4.72,607.72851,-0.19620,
14000.00,644.66,1016.20,4.72,600.20056,-0.20306,
15000.00,644.66,1016.20,4.72,592.05175,-0.21021,
16000.00,644.66,1016.20,4.72,585.17810,-0.21568,
17000.00,644.66,1016.20,4.72,577.49536,-0.22212,
18000.00,644.66,1016.20,4.72,571.16735,-0.22462,
19000.00,644.66,1016.20,4.72,564.49694,-0.22809,
20000.00,644.66,1016.20,4.72,558.44079,-0.23211,
21000.00,644.66,1016.20,4.72,552.90423,-0.23539,
22000.00,644.66,1016.20,4.72,546.62280,-0.23536,
23000.00,644.66,1016.20,4.72,540.13177,-0.23791,
24000.00,644.66,1016.20,4.72,535.26416,-0.23779,
25000.00,644.66,1016.20,4.72,530.20886,-0.23824,
26000.00,644.66,1016.20,4.72,525.53918,-0.23856,
27000.00,644.66,1016.20,4.72,520.80676,-0.23877,
28000.00,644.66,1016.20,4.72,516.68328,-0.23823,
29000.00,644.66,1016.20,4.72,513.11199,-0.23698,
30000.00,644.66,1016.20,4.72,508.76315,-0.23648,
31000.00,644.66,1016.20,4.72,504.41213,-0.23305,
32000.00,644.66,1016.20,4.72,500.54373,-0.23285,
33000.00,644.66,1016.20,4.72,497.13934,-0.23216,
34000.00,644.66,1016.20,4.72,493.08148,-0.23031,
35000.00,644.66,1016.20,4.72,490.45419,-0.22602,
36000.00,644.66,1016.20,4.72,487.59616,-0.22639,
37000.00,644.66,1016.20,4.72,484.56240,-0.22552,
38000.00,644.66,1016.20,4.72,481.47085,-0.22151,
39000.00,644.66,1016.20,4.72,479.36694,-0.21991,
40000.00,644.66,1016.20,4.72,476.97647,-0.21760,
41000.00,644.66,1016.20,4.72,474.67468,-0.21559,
42000.00,644.66,1016.20,4.72,472.39239,-0.21346,
43000.00,644.66,1016.20,4.72,470.78079,-0.21105,
44000.00,644.66,1016.20,4.72,469.11135,-0.21024,
45000.00,644.66,1016.20,4.72,466.58859,-0.20590,
46000.00,644.66,1016.20,4.72,464.57339,-0.20332,
47000.00,644.66,1016.20,4.72,462.66360,-0.20227,
48000.00,644.66,1016.20,4.72,461.04077,-0.20007,
49000.00,644.66,1016.20,4.72,459.14096,-0.19758,
50000.00,644.66,1016.20,4.72,458.02136,-0.19583,
51000.00,644.66,1016.20,4.72,456.90170,-0.19406,
52000.00,644.66,1016.20,4.72,455.13830,-0.19169,
53000.00,644.66,1016.20,4.72,454.28091,-0.18941,
54000.00,644.66,1016.20,4.72,453.03860,-0.18717,
55000.00,644.66,1016.20,4.72,451.81622,-0.18506,
56000.00,644.66,1016.20,4.72,450.34854,-0.18289,
57000.00,644.66,1016.20,4.72,449.89208,-0.18087,
58000.00,644.66,1016.20,4.72,448.36758,-0.17892,
59000.00,644.66,1016.20,4.72,448.10305,-0.17707,
60000.00,644.66,1016.20,4.72,446.56448,-0.17430,
61000.00,644.66,1016.20,4.72,445.57794,-0.17192,
62000.00,644.66,1016.20,4.72,444.62139,-0.17043,
63000.00,644.66,1016.20,4.72,444.41177,-0.16975,
64000.00,644.66,1016.20,4.72,443.27529,-0.16791,
65000.00,644.66,1016.20,4.72,442.50717,-0.16611,
66000.00,644.66,1016.20,4.72,441.82550,-0.16359,
67000.00,644.66,1016.20,4.72,440.85455,-0.16277,
68000.00,644.66,1016.20,4.72,439.97833,-0.16101,
69000.00,644.66,1016.20,4.72,439.19561,-0.15910,
70000.00,644.66,1016.20,4.72,438.56872,-0.15719,
71000.00,644.66,1016.20,4.72,437.74649,-0.15418,
72000.00,644.66,1016.20,4.72,437.38211,-0.15257,
73000.00,644.66,1016.20,4.72,436.72851,-0.15198,
74000.00,644.66,1016.20,4.72,436.48123,-0.15022,
75000.00,644.66,1016.20,4.72,435.07537,-0.14871,
76000.00,644.66,1016.20,4.72,434.95809,-0.14763,
77000.00,644.66,1016.20,4.72,434.44851,-0.14496,
78000.00,644.66,1016.20,4.72,433.69137,-0.14417,
79000.00,644.66,1016.20,4.72,433.15939,-0.14283,
80000.00,644.66,1016.20,4.72,432.70831,-0.14074,
81000.00,644.66,1016.20,4.72,432.19488,-0.13861,
82000.00,644.66,1016.20,4.72,431.47131,-0.13716,
83000.00,644.66,1016.20,4.72,431.59060,-0.13577,
84000.00,644.66,1016.20,4.72,430.46954,-0.13452,
85000.00,644.66,1016.20,4.72,429.53738,-0.13451,
86000.00,644.66,1016.20,4.72,430.18829,-0.13214,
87000.00,644.66,1016.20,4.72,429.98907,-0.13158,
88000.00,644.66,1016.20,4.72,429.67678,-0.12955,
89000.00,644.66,1016.20,4.72,428.92016,-0.12894,
90000.00,644.66,1016.20,4.72,428.89468,-0.12772,
91000.00,644.66,1016.20,4.72,428.43048,-0.12556,
92000.00,644.66,1016.20,4.72,428.05282,-0.12547,
