X,Y,Z,Impedance,Phase shift,Measured Freq,AC Freq,GF,SystemPS
63,-77,0,554.035,-0.02,70,,,
32,-94,0,553.93,-0.02,70,,,
-67,-74,0,552.963,-0.02,71,,,
-78,-61,0,552.992,-0.02,71,,,
-99,3,0,552.388,-0.02,71,,,
-97,20,0,552.178,-0.02,71,,,
-74,66,0,553.357,-0.02,71,,,
-61,78,0,552.226,-0.02,71,,,
-13,99,0,553.117,-0.02,71,,,
-54,-83,0,553.44,-0.02,72,,,
-89,-45,0,553.014,-0.02,72,,,
-95,-29,0,553.227,-0.02,72,,,
-92,39,0,553.667,-0.02,72,,,
-83,54,0,553.774,-0.02,72,,,
-45,89,0,553.319,-0.02,72,,,
-29,95,0,553.089,-0.02,72,,,
-69,-71,0,553.031,-0.02,73,,,
-99,-10,0,553.469,-0.02,73,,,
-99,7,0,553.113,-0.02,73,,,
-71,69,0,553.213,-0.02,73,,,
-10,99,0,553.826,-0.02,73,,,
-81,-57,0,553.357,-0.02,74,,,
-90,-42,0,553.358,-0.02,74,,,
-96,25,0,553.179,-0.03,74,,,
-57,81,0,553.033,-0.02,74,,,
-42,90,0,552.02,-0.02,74,,,
-58,-80,0,553.329,-0.03,75,,,
-97,-24,0,553.443,-0.02,75,,,
-99,-6,0,553.41,-0.02,75,,,
-89,43,0,552.972,-0.02,75,,,
-80,58,0,553.295,-0.03,75,,,
-24,97,0,553.01,-0.02,75,,,
-73,-68,0,553.312,-0.03,76,,,
-83,-54,0,553.062,-0.03,76,,,
-99,12,0,552.469,-0.03,76,,,
-68,73,0,553.382,-0.03,76,,,
-54,83,0,553.533,-0.03,76,,,
-47,-88,0,552.798,-0.03,77,,,
-92,-37,0,553.14,-0.03,77,,,
-95,30,0,553.312,-0.03,77,,,
-88,46,0,554.102,-0.03,77,,,
-37,92,0,552.328,-0.03,77,,,
-63,-77,0,553.153,-0.03,78,,,
-98,-18,0,553.309,-0.03,78,,,
-99,-1,0,553.693,-0.02,78,,,
-77,62,0,553.056,-0.03,78,,,
-19,98,0,551.384,-0.03,78,,,
-76,-64,0,552.601,-0.03,79,,,
-86,-49,0,552.066,-0.03,79,,,
-98,17,0,554.044,-0.03,79,,,
-93,34,0,552.993,-0.03,79,,,
-64,76,0,552.148,-0.03,79,,,
-49,86,0,553.506,-0.03,79,,,
-51,-85,0,552.558,-0.03,80,,,
-94,-32,0,552.776,-0.03,80,,,
-98,-15,0,553.206,-0.03,80,,,
-85,51,0,553.663,-0.03,80,,,
-32,94,0,552.407,-0.03,80,,,
-92,37,0,552.592,-0.03,81,,,
-74,66,0,553.218,-0.03,81,,,
-46,88,0,552.436,-0.03,81,,,
-13,99,0,552.915,-0.03,81,,,
20,97,0,552.925,-0.03,81,,,
52,84,0,552.8,-0.03,81,,,
78,61,0,552.54,-0.03,81,,,
95,30,0,553.083,-0.03,81,,,
99,-3,0,552.915,-0.03,81,,,
92,-37,0,553.102,-0.03,81,,,
74,-66,0,552.863,-0.03,81,,,
47,-88,0,552.446,-0.03,81,,,
14,-99,0,552.685,-0.03,81,,,
-20,-97,0,553.27,-0.03,81,,,
-53,-84,0,552.863,-0.03,81,,,
-78,-61,0,553.05,-0.03,81,,,
-99,-13,0,553.02,-0.03,81,,,
-97,20,0,552.957,-0.03,81,,,
-84,53,0,552.978,-0.03,81,,,
-61,78,0,552.633,-0.03,81,,,
-30,95,0,552.957,-0.03,81,,,
-83,54,0,553.693,-0.03,82,,,
-60,79,0,552.984,-0.03,82,,,
-29,95,0,552.753,-0.03,82,,,
5,99,0,552.984,-0.03,82,,,
39,92,0,552.82,-0.03,82,,,
68,73,0,553.088,-0.03,82,,,
89,45,0,552.984,-0.03,82,,,
99,12,0,553.112,-0.03,82,,,
97,-22,0,553.161,-0.03,82,,,
83,-54,0,553.167,-0.03,82,,,
60,-79,0,552.759,-0.03,82,,,
29,-95,0,553.1,-0.03,82,,,
-5,-99,0,553.222,-0.03,82,,,
-39,-91,0,553.509,-0.03,82,,,
-68,-73,0,553.161,-0.03,82,,,
-89,-45,0,553.045,-0.03,82,,,
-12,99,0,552.747,-0.03,82,,,
-71,69,0,552.491,-0.03,83,,,
-43,89,0,553.128,-0.03,83,,,
-10,99,0,553.607,-0.03,83,,,
24,97,0,553.356,-0.03,83,,,
55,82,0,553.069,-0.03,83,,,
80,58,0,553.545,-0.03,83,,,
96,27,0,552.9,-0.03,83,,,
99,-6,0,553.6,-0.03,83,,,
91,-40,0,552.546,-0.03,83,,,
72,-69,0,553.128,-0.03,83,,,
43,-89,0,552.429,-0.03,83,,,
10,-99,0,553.071,-0.03,83,,,
-24,-96,0,552.486,-0.03,83,,,
-56,-82,0,552.895,-0.03,83,,,
-80,-58,0,553.954,-0.03,83,,,
-96,-27,0,552.9,-0.03,83,,,
-99,7,0,553.545,-0.03,83,,,
-91,40,0,553.655,-0.03,83,,,
-71,69,0,552.605,-0.03,83,,,
-43,89,0,553.545,-0.03,83,,,
-90,42,0,552.715,-0.03,84,,,
-90,-42,0,552.894,-0.03,84,,,
-99,-8,0,553.413,-0.03,84,,,
-96,25,0,553.299,-0.03,84,,,
-81,57,0,552.539,-0.03,84,,,
-57,81,0,552.425,-0.03,84,,,
-25,96,0,552.654,-0.03,84,,,
-80,58,0,552.719,-0.03,85,,,
-55,82,0,553.124,-0.03,85,,,
-24,97,0,552.679,-0.03,85,,,
10,99,0,552.668,-0.03,85,,,
43,89,0,552.078,-0.03,85,,,
71,69,0,552.972,-0.03,85,,,
91,40,0,552.668,-0.03,85,,,
99,7,0,552.853,-0.03,85,,,
96,-27,0,552.966,-0.03,85,,,
80,-58,0,552.263,-0.03,85,,,
56,-82,0,552.982,-0.03,85,,,
24,-96,0,552.145,-0.03,85,,,
-10,-99,0,552.022,-0.03,85,,,
-43,-89,0,552.797,-0.03,85,,,
-72,-69,0,553.186,-0.03,85,,,
-68,73,0,553.401,-0.03,86,,,
-39,92,0,553.272,-0.03,86,,,
-5,99,0,553.291,-0.03,86,,,
29,95,0,552.696,-0.03,86,,,
60,79,0,552.988,-0.03,86,,,
83,54,0,552.87,-0.03,86,,,
97,22,0,553.172,-0.03,86,,,
99,-12,0,552.824,-0.03,86,,,
89,-45,0,552.696,-0.03,86,,,
68,-73,0,552.934,-0.03,86,,,
39,-91,0,553.172,-0.03,86,,,
5,-99,0,552.924,-0.03,86,,,
-29,-95,0,553.227,-0.03,86,,,
-60,-79,0,552.824,-0.03,86,,,
-83,-54,0,552.87,-0.03,86,,,
-97,-22,0,553.227,-0.03,86,,,
-99,12,0,552.705,-0.03,86,,,
-89,45,0,553.272,-0.03,86,,,
-68,73,0,552.641,-0.03,86,,,
-39,92,0,553.043,-0.03,86,,,
-88,46,0,553.209,-0.03,87,,,
-99,-3,0,553.156,-0.03,87,,,
-95,30,0,552.743,-0.03,87,,,
-78,61,0,553.342,-0.03,87,,,
-52,84,0,552.996,-0.03,87,,,
-20,97,0,552.637,-0.03,87,,,
-77,62,0,552.984,-0.03,88,,,
-51,85,0,553.466,-0.03,88,,,
-19,98,0,553.346,-0.03,88,,,
15,98,0,553.173,-0.03,88,,,
48,87,0,552.812,-0.03,88,,,
75,65,0,552.365,-0.03,88,,,
93,35,0,552.777,-0.03,88,,,
99,1,0,552.932,-0.03,88,,,
94,-32,0,552.709,-0.03,88,,,
77,-62,0,553.001,-0.03,88,,,
51,-85,0,553.191,-0.03,88,,,
19,-98,0,553.139,-0.03,88,,,
-15,-98,0,552.984,-0.03,88,,,
-48,-87,0,552.898,-0.03,88,,,
-75,-65,0,553.104,-0.03,88,,,
-93,-35,0,553.208,-0.03,88,,,
-64,76,0,552.975,-0.03,89,,,
-34,93,0,552.996,-0.03,89,,,
0,100,0,553.046,-0.03,89,,,
34,93,0,552.662,-0.03,89,,,
64,76,0,552.996,-0.03,89,,,
86,50,0,553.025,-0.03,89,,,
98,17,0,553.097,-0.03,89,,,
98,-17,0,553.368,-0.03,89,,,
86,-49,0,552.612,-0.03,89,,,
64,-76,0,552.683,-0.03,89,,,
34,-93,0,553.168,-0.03,89,,,
0,-99,0,553.297,-0.03,89,,,
-34,-93,0,552.996,-0.03,89,,,
-64,-76,0,552.825,-0.03,89,,,
-86,-49,0,552.925,-0.03,89,,,
-98,-17,0,552.804,-0.03,89,,,
-98,17,0,553.339,-0.03,89,,,
-86,50,0,553.218,-0.03,89,,,
-64,76,0,552.562,-0.03,89,,,
-34,93,0,553.067,-0.03,89,,,
-85,51,0,552.877,-0.03,90,,,
-94,-32,0,553.314,-0.03,90,,,
-99,1,0,553.264,-0.03,90,,,
-93,35,0,552.511,-0.03,90,,,
-75,65,0,552.536,-0.03,90,,,
-48,87,0,552.998,-0.03,90,,,
-15,98,0,553.314,-0.03,90,,,
52,84,0,553.793,-0.03,91,,,
78,61,0,552.869,-0.03,91,,,
95,30,0,553.416,-0.03,91,,,
99,-3,0,553.557,-0.03,91,,,
92,-37,0,553.67,-0.03,91,,,
74,-66,0,551.909,-0.03,91,,,
47,-88,0,553.416,-0.03,91,,,
14,-99,0,553.132,-0.03,91,,,
-20,-97,0,553.699,-0.03,91,,,
-53,-84,0,553.566,-0.03,91,,,
39,92,0,552.202,-0.03,92,,,
68,73,0,552.24,-0.03,92,,,
89,45,0,552.343,-0.03,92,,,
99,12,0,553.666,-0.03,92,,,
97,-22,0,552.24,-0.03,92,,,
83,-54,0,552.88,-0.03,92,,,
60,-79,0,553.478,-0.03,92,,,
29,-95,0,553.979,-0.03,92,,,
-5,-99,0,553.245,-0.03,92,,,
-40,-91,0,552.01,-0.03,93,,,
-69,-71,0,553.808,-0.03,93,,,
25,96,0,553.857,-0.03,94,,,
57,81,0,551.739,-0.03,94,,,
81,57,0,553.521,-0.03,94,,,
96,25,0,552.563,-0.03,94,,,
99,-8,0,552.237,-0.03,94,,,
90,-42,0,552.819,-0.03,94,,,
70,-70,0,553.603,-0.03,94,,,
42,-90,0,552.603,-0.03,94,,,
8,-99,0,552.569,-0.03,94,,,
-26,-96,0,553.73,-0.03,94,,,
-57,-81,0,553.855,-0.03,94,,,
43,89,0,552.212,-0.03,95,,,
71,69,0,550.719,-0.03,95,,,
91,40,0,553.325,-0.03,95,,,
99,7,0,553.084,-0.04,95,,,
96,-27,0,550.545,-0.03,95,,,
80,-58,0,553.913,-0.03,95,,,
56,-82,0,551.42,-0.03,95,,,
24,-96,0,552.894,-0.03,95,,,
-10,-99,0,551.029,-0.03,95,,,
-45,-89,0,550.616,-0.03,96,,,
-73,-68,0,550.175,-0.03,96,,,
30,95,0,551.813,-0.03,97,,,
61,78,0,553.013,-0.03,97,,,
84,53,0,553.213,-0.03,97,,,
97,20,0,552.494,-0.03,97,,,
99,-13,0,551.843,-0.03,97,,,
88,-46,0,553.54,-0.03,97,,,
67,-74,0,551.259,-0.04,97,,,
37,-92,0,552.968,-0.03,97,,,
3,-99,0,551.415,-0.03,97,,,
-31,-95,0,552.227,-0.03,97,,,
-61,-78,0,553.317,-0.03,97,,,
48,87,0,551.886,-0.03,98,,,
75,65,0,551.936,-0.03,98,,,
93,35,0,552.948,-0.03,98,,,
99,1,0,551.957,-0.03,98,,,
94,-32,0,552.047,-0.03,98,,,
77,-62,0,553.145,-0.03,98,,,
51,-85,0,551.941,-0.03,98,,,
17,-98,0,551.904,-0.04,99,,,
-17,-98,0,552.564,-0.03,99,,,
-50,-86,0,551.356,-0.03,99,,,
35,93,0,552.658,-0.04,100,,,
65,75,0,552.467,-0.04,100,,,
87,48,0,552.403,-0.04,100,,,
98,15,0,552.338,-0.03,100,,,
98,-18,0,552.498,-0.03,100,,,
85,-51,0,552.786,-0.04,100,,,
63,-77,0,552.627,-0.04,100,,,
32,-94,0,552.052,-0.03,100,,,
-1,-99,0,552.658,-0.04,100,,,
-35,-93,0,552.053,-0.03,100,,,
-65,-75,0,551.767,-0.03,100,,,
